"mri","vessel.reg.no","state.land","port.land","species.itis","landed.weight","live.weight","date.sold","permit","vessel","vtr","date","species"
16,"ME4493C","ME","Portland",172873,148,148,2019-06-13,"116057","V5","11605719061202",2019-06-13,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172877,372,372,2019-06-13,"116057","V5","11605719061202",2019-06-13,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164712,11,13,2019-06-13,"116057","V5","11605719061202",2019-06-13,"ATLANTIC COD"
16,"ME4493C","ME","Portland",172873,2,2,2019-06-13,"116057","V5","11605719061202",2019-06-13,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164744,7,8,2019-06-13,"116057","V5","11605719061202",2019-06-13,"HADDOCK"
16,"ME4493C","ME","Portland",166774,2,2,2019-06-13,"116057","V5","11605719061202",2019-06-13,"REDFISH"
16,"ME4493C","ME","Portland",164499,32,106,2019-06-13,"116057","V5","11605719061202",2019-06-13,"GOOSEFISH"
16,"ME4493C","ME","Portland",172877,158,158,2019-06-13,"116057","V5","11605719061202",2019-06-13,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164744,9,10,2019-06-13,"116057","V5","11605719061202",2019-06-13,"HADDOCK"
16,"ME4493C","ME","Portland",164744,115,131,2019-06-13,"116057","V5","11605719061202",2019-06-13,"HADDOCK"
16,"ME4493C","ME","Portland",164732,4,5,2019-06-13,"116057","V5","11605719061202",2019-06-13,"WHITE HAKE"
16,"ME4493C","ME","Portland",164712,14,16,2019-06-13,"116057","V5","11605719061202",2019-06-13,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164712,62,73,2019-06-19,"116057","V5","11605719061702",2019-06-19,"ATLANTIC COD"
16,"ME4493C","ME","Portland",166774,2,2,2019-06-19,"116057","V5","11605719061702",2019-06-19,"REDFISH"
16,"ME4493C","ME","Portland",172877,122,122,2019-06-19,"116057","V5","11605719061702",2019-06-19,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164732,9,12,2019-06-19,"116057","V5","11605719061702",2019-06-19,"WHITE HAKE"
16,"ME4493C","ME","Portland",172877,37,37,2019-06-19,"116057","V5","11605719061702",2019-06-19,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164732,2,3,2019-06-19,"116057","V5","11605719061702",2019-06-19,"WHITE HAKE"
16,"ME4493C","ME","Portland",164744,136,155,2019-06-19,"116057","V5","11605719061702",2019-06-19,"HADDOCK"
16,"ME4493C","ME","Portland",172873,223,223,2019-06-19,"116057","V5","11605719061702",2019-06-19,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164744,6,7,2019-06-19,"116057","V5","11605719061702",2019-06-19,"HADDOCK"
16,"ME4493C","ME","Portland",172873,4,4,2019-06-19,"116057","V5","11605719061702",2019-06-19,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164499,92,305,2019-06-19,"116057","V5","11605719061702",2019-06-19,"GOOSEFISH"
16,"ME4493C","ME","Portland",164791,3,5,2019-06-19,"116057","V5","11605719061702",2019-06-19,"SILVER HAKE"
16,"ME4493C","ME","Portland",164744,4,5,2019-06-19,"116057","V5","11605719061702",2019-06-19,"HADDOCK"
16,"ME4493C","ME","Portland",172873,24,24,2019-06-19,"116057","V5","11605719061702",2019-06-19,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172877,350,350,2019-06-19,"116057","V5","11605719061702",2019-06-19,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164499,47,156,2019-06-19,"116057","V5","11605719061702",2019-06-19,"GOOSEFISH"
16,"ME4493C","ME","Portland",164712,3,4,2019-06-19,"116057","V5","11605719061702",2019-06-19,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164744,7,8,2019-06-20,"116057","V5","11605719061808",2019-06-20,"HADDOCK"
16,"ME4493C","ME","Portland",172877,111,111,2019-06-20,"116057","V5","11605719061808",2019-06-20,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172873,8,8,2019-06-20,"116057","V5","11605719061808",2019-06-20,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172905,1,1,2019-06-20,"116057","V5","11605719061808",2019-06-20,"WINTER FLOUNDER"
16,"ME4493C","ME","Portland",172877,45,45,2019-06-20,"116057","V5","11605719061808",2019-06-20,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164499,51,169,2019-06-20,"116057","V5","11605719061808",2019-06-20,"GOOSEFISH"
16,"ME4493C","ME","Portland",164712,10,12,2019-06-20,"116057","V5","11605719061808",2019-06-20,"ATLANTIC COD"
16,"ME4493C","ME","Portland",172873,162,162,2019-06-20,"116057","V5","11605719061808",2019-06-20,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172873,23,23,2019-06-20,"116057","V5","11605719061808",2019-06-20,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172877,374,374,2019-06-20,"116057","V5","11605719061808",2019-06-20,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",166774,1,1,2019-06-20,"116057","V5","11605719061808",2019-06-20,"REDFISH"
16,"ME4493C","ME","Portland",164712,32,37,2019-06-20,"116057","V5","11605719061808",2019-06-20,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164744,94,107,2019-06-20,"116057","V5","11605719061808",2019-06-20,"HADDOCK"
16,"ME4493C","ME","Portland",164499,20,66,2019-06-20,"116057","V5","11605719061808",2019-06-20,"GOOSEFISH"
16,"ME4493C","ME","Portland",164499,35,116,2019-06-23,"116057","V5","11605719062002",2019-06-23,"GOOSEFISH"
16,"ME4493C","ME","Portland",164744,138,157,2019-06-23,"116057","V5","11605719062002",2019-06-23,"HADDOCK"
16,"ME4493C","ME","Portland",164712,5,6,2019-06-23,"116057","V5","11605719062002",2019-06-23,"ATLANTIC COD"
16,"ME4493C","ME","Portland",172877,67,67,2019-06-23,"116057","V5","11605719062002",2019-06-23,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172877,315,315,2019-06-23,"116057","V5","11605719062002",2019-06-23,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164744,9,10,2019-06-23,"116057","V5","11605719062002",2019-06-23,"HADDOCK"
16,"ME4493C","ME","Portland",164499,26,86,2019-06-23,"116057","V5","11605719062002",2019-06-23,"GOOSEFISH"
16,"ME4493C","ME","Portland",172873,125,125,2019-06-23,"116057","V5","11605719062002",2019-06-23,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164732,5,6,2019-06-23,"116057","V5","11605719062002",2019-06-23,"WHITE HAKE"
16,"ME4493C","ME","Portland",164791,3,5,2019-06-23,"116057","V5","11605719062002",2019-06-23,"SILVER HAKE"
16,"ME4493C","ME","Portland",166774,2,2,2019-06-23,"116057","V5","11605719062002",2019-06-23,"REDFISH"
16,"ME4493C","ME","Portland",164712,10,12,2019-06-23,"116057","V5","11605719062002",2019-06-23,"ATLANTIC COD"
16,"ME4493C","ME","Portland",172873,6,6,2019-06-23,"116057","V5","11605719062002",2019-06-23,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172877,31,31,2019-06-23,"116057","V5","11605719062002",2019-06-23,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164732,3,4,2019-06-23,"116057","V5","11605719062002",2019-06-23,"WHITE HAKE"
16,"ME4493C","ME","Portland",172873,13,13,2019-06-23,"116057","V5","11605719062002",2019-06-23,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164727,5,6,2019-06-23,"116057","V5","11605719062002",2019-06-23,"POLLOCK"
16,"ME4493C","ME","Portland",164712,3,4,2019-06-26,"116057","V5","11605719062402",2019-06-26,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164744,29,33,2019-06-26,"116057","V5","11605719062402",2019-06-26,"HADDOCK"
16,"ME4493C","ME","Portland",164499,159,528,2019-06-26,"116057","V5","11605719062402",2019-06-26,"GOOSEFISH"
16,"ME4493C","ME","Portland",164744,290,331,2019-06-26,"116057","V5","11605719062402",2019-06-26,"HADDOCK"
16,"ME4493C","ME","Portland",172877,829,829,2019-06-26,"116057","V5","11605719062402",2019-06-26,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172873,284,284,2019-06-26,"116057","V5","11605719062402",2019-06-26,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",166774,3,3,2019-06-26,"116057","V5","11605719062402",2019-06-26,"REDFISH"
16,"ME4493C","ME","Portland",172877,239,239,2019-06-26,"116057","V5","11605719062402",2019-06-26,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172877,54,54,2019-06-26,"116057","V5","11605719062402",2019-06-26,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164791,3,5,2019-06-26,"116057","V5","11605719062402",2019-06-26,"SILVER HAKE"
16,"ME4493C","ME","Portland",164712,56,66,2019-06-26,"116057","V5","11605719062402",2019-06-26,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164732,2,2,2019-06-26,"116057","V5","11605719062402",2019-06-26,"WHITE HAKE"
16,"ME4493C","ME","Portland",164712,21,25,2019-06-26,"116057","V5","11605719062402",2019-06-26,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164499,24,80,2019-06-26,"116057","V5","11605719062402",2019-06-26,"GOOSEFISH"
16,"ME4493C","ME","Portland",172933,31,36,2019-06-26,"116057","V5","11605719062402",2019-06-26,"ATLANTIC HALIBUT"
16,"ME4493C","ME","Portland",164732,6,8,2019-06-26,"116057","V5","11605719062402",2019-06-26,"WHITE HAKE"
16,"ME4493C","ME","Portland",172873,29,29,2019-06-26,"116057","V5","11605719062402",2019-06-26,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164744,7,8,2019-06-30,"116057","V5","11605719062703",2019-06-30,"HADDOCK"
16,"ME4493C","ME","Portland",164727,7,8,2019-06-30,"116057","V5","11605719062703",2019-06-30,"POLLOCK"
16,"ME4493C","ME","Portland",164791,3,5,2019-06-30,"116057","V5","11605719062703",2019-06-30,"SILVER HAKE"
16,"ME4493C","ME","Portland",172905,1,1,2019-06-30,"116057","V5","11605719062703",2019-06-30,"WINTER FLOUNDER"
16,"ME4493C","ME","Portland",164712,79,92,2019-06-30,"116057","V5","11605719062703",2019-06-30,"ATLANTIC COD"
16,"ME4493C","ME","Portland",172877,1064,1064,2019-06-30,"116057","V5","11605719062703",2019-06-30,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172873,11,11,2019-06-30,"116057","V5","11605719062703",2019-06-30,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172873,279,279,2019-06-30,"116057","V5","11605719062703",2019-06-30,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172877,36,36,2019-06-30,"116057","V5","11605719062703",2019-06-30,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164732,9,10,2019-06-30,"116057","V5","11605719062703",2019-06-30,"WHITE HAKE"
16,"ME4493C","ME","Portland",164732,13,17,2019-06-30,"116057","V5","11605719062703",2019-06-30,"WHITE HAKE"
16,"ME4493C","ME","Portland",164744,29,33,2019-06-30,"116057","V5","11605719062703",2019-06-30,"HADDOCK"
16,"ME4493C","ME","Portland",164744,284,324,2019-06-30,"116057","V5","11605719062703",2019-06-30,"HADDOCK"
16,"ME4493C","ME","Portland",172873,2,2,2019-06-30,"116057","V5","11605719062703",2019-06-30,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164499,119,395,2019-06-30,"116057","V5","11605719062703",2019-06-30,"GOOSEFISH"
16,"ME4493C","ME","Portland",164499,42,139,2019-06-30,"116057","V5","11605719062703",2019-06-30,"GOOSEFISH"
16,"ME4493C","ME","Portland",172877,215,215,2019-06-30,"116057","V5","11605719062703",2019-06-30,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172873,5,5,2019-07-07,"116057","V5","11605719070504",2019-07-07,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164499,52,173,2019-07-07,"116057","V5","11605719070504",2019-07-07,"GOOSEFISH"
16,"ME4493C","ME","Portland",164732,1,1,2019-07-07,"116057","V5","11605719070504",2019-07-07,"WHITE HAKE"
16,"ME4493C","ME","Portland",164744,7,8,2019-07-07,"116057","V5","11605719070504",2019-07-07,"HADDOCK"
16,"ME4493C","ME","Portland",172873,83,83,2019-07-07,"116057","V5","11605719070504",2019-07-07,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164712,16,19,2019-07-07,"116057","V5","11605719070504",2019-07-07,"ATLANTIC COD"
16,"ME4493C","ME","Portland",172877,45,45,2019-07-07,"116057","V5","11605719070504",2019-07-07,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172877,213,213,2019-07-07,"116057","V5","11605719070504",2019-07-07,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164744,86,98,2019-07-07,"116057","V5","11605719070504",2019-07-07,"HADDOCK"
16,"ME4493C","ME","Portland",172877,14,14,2019-07-07,"116057","V5","11605719070504",2019-07-07,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164744,3,3,2019-07-07,"116057","V5","11605719070504",2019-07-07,"HADDOCK"
16,"ME4493C","ME","Portland",164499,22,73,2019-07-07,"116057","V5","11605719070504",2019-07-07,"GOOSEFISH"
16,"ME4493C","ME","Portland",166774,5,5,2019-07-10,"116057","V5","11605719070803",2019-07-10,"REDFISH"
16,"ME4493C","ME","Portland",164499,120,398,2019-07-10,"116057","V5","11605719070803",2019-07-10,"GOOSEFISH"
16,"ME4493C","ME","Portland",172877,89,89,2019-07-10,"116057","V5","11605719070803",2019-07-10,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164712,64,75,2019-07-10,"116057","V5","11605719070803",2019-07-10,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164744,16,18,2019-07-10,"116057","V5","11605719070803",2019-07-10,"HADDOCK"
16,"ME4493C","ME","Portland",172873,2,2,2019-07-10,"116057","V5","11605719070803",2019-07-10,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164732,29,33,2019-07-10,"116057","V5","11605719070803",2019-07-10,"WHITE HAKE"
16,"ME4493C","ME","Portland",164712,22,26,2019-07-10,"116057","V5","11605719070803",2019-07-10,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164744,7,8,2019-07-10,"116057","V5","11605719070803",2019-07-10,"HADDOCK"
16,"ME4493C","ME","Portland",164499,45,149,2019-07-10,"116057","V5","11605719070803",2019-07-10,"GOOSEFISH"
16,"ME4493C","ME","Portland",164727,5,6,2019-07-10,"116057","V5","11605719070803",2019-07-10,"POLLOCK"
16,"ME4493C","ME","Portland",164732,3,4,2019-07-10,"116057","V5","11605719070803",2019-07-10,"WHITE HAKE"
16,"ME4493C","ME","Portland",172873,258,258,2019-07-10,"116057","V5","11605719070803",2019-07-10,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172873,17,17,2019-07-10,"116057","V5","11605719070803",2019-07-10,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172933,34,39,2019-07-10,"116057","V5","11605719070803",2019-07-10,"ATLANTIC HALIBUT"
16,"ME4493C","ME","Portland",172877,26,26,2019-07-10,"116057","V5","11605719070803",2019-07-10,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164727,6,7,2019-07-10,"116057","V5","11605719070803",2019-07-10,"POLLOCK"
16,"ME4493C","ME","Portland",164744,262,299,2019-07-10,"116057","V5","11605719070803",2019-07-10,"HADDOCK"
16,"ME4493C","ME","Portland",172877,600,600,2019-07-10,"116057","V5","11605719070803",2019-07-10,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164732,11,15,2019-07-10,"116057","V5","11605719070803",2019-07-10,"WHITE HAKE"
16,"ME4493C","ME","Portland",164791,6,10,2019-07-14,"116057","V5","11605719071303",2019-07-14,"SILVER HAKE"
16,"ME4493C","ME","Portland",164732,22,29,2019-07-14,"116057","V5","11605719071303",2019-07-14,"WHITE HAKE"
16,"ME4493C","ME","Portland",164712,11,13,2019-07-14,"116057","V5","11605719071303",2019-07-14,"ATLANTIC COD"
16,"ME4493C","ME","Portland",166774,3,3,2019-07-14,"116057","V5","11605719071303",2019-07-14,"REDFISH"
16,"ME4493C","ME","Portland",172877,4,4,2019-07-14,"116057","V5","11605719071303",2019-07-14,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164744,24,27,2019-07-14,"116057","V5","11605719071303",2019-07-14,"HADDOCK"
16,"ME4493C","ME","Portland",164744,1,1,2019-07-14,"116057","V5","11605719071303",2019-07-14,"HADDOCK"
16,"ME4493C","ME","Portland",164499,15,50,2019-07-14,"116057","V5","11605719071303",2019-07-14,"GOOSEFISH"
16,"ME4493C","ME","Portland",164499,70,232,2019-07-14,"116057","V5","11605719071303",2019-07-14,"GOOSEFISH"
16,"ME4493C","ME","Portland",172873,13,13,2019-07-14,"116057","V5","11605719071303",2019-07-14,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164744,102,116,2019-07-14,"116057","V5","11605719071303",2019-07-14,"HADDOCK"
16,"ME4493C","ME","Portland",164732,15,17,2019-07-14,"116057","V5","11605719071303",2019-07-14,"WHITE HAKE"
16,"ME4493C","ME","Portland",172877,253,253,2019-07-14,"116057","V5","11605719071303",2019-07-14,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172877,86,86,2019-07-14,"116057","V5","11605719071303",2019-07-14,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172873,131,131,2019-07-14,"116057","V5","11605719071303",2019-07-14,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164732,14,19,2019-07-14,"116057","V5","11605719071303",2019-07-14,"WHITE HAKE"
16,"ME4493C","ME","Portland",164712,49,57,2019-07-14,"116057","V5","11605719071303",2019-07-14,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164727,6,7,2019-07-14,"116057","V5","11605719071303",2019-07-14,"POLLOCK"
16,"ME4493C","ME","Portland",164744,20,23,2019-07-18,"116057","V5","11605719071605",2019-07-18,"HADDOCK"
16,"ME4493C","ME","Portland",164744,230,262,2019-07-18,"116057","V5","11605719071605",2019-07-18,"HADDOCK"
16,"ME4493C","ME","Portland",164732,38,51,2019-07-18,"116057","V5","11605719071605",2019-07-18,"WHITE HAKE"
16,"ME4493C","ME","Portland",172873,188,188,2019-07-18,"116057","V5","11605719071605",2019-07-18,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164499,91,302,2019-07-18,"116057","V5","11605719071605",2019-07-18,"GOOSEFISH"
16,"ME4493C","ME","Portland",172873,4,4,2019-07-18,"116057","V5","11605719071605",2019-07-18,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164727,34,38,2019-07-18,"116057","V5","11605719071605",2019-07-18,"POLLOCK"
16,"ME4493C","ME","Portland",172877,21,21,2019-07-18,"116057","V5","11605719071605",2019-07-18,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164499,25,83,2019-07-18,"116057","V5","11605719071605",2019-07-18,"GOOSEFISH"
16,"ME4493C","ME","Portland",164727,68,77,2019-07-18,"116057","V5","11605719071605",2019-07-18,"POLLOCK"
16,"ME4493C","ME","Portland",166774,27,27,2019-07-18,"116057","V5","11605719071605",2019-07-18,"REDFISH"
16,"ME4493C","ME","Portland",164732,53,71,2019-07-18,"116057","V5","11605719071605",2019-07-18,"WHITE HAKE"
16,"ME4493C","ME","Portland",172877,483,483,2019-07-18,"116057","V5","11605719071605",2019-07-18,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172873,16,16,2019-07-18,"116057","V5","11605719071605",2019-07-18,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164732,48,64,2019-07-18,"116057","V5","11605719071605",2019-07-18,"WHITE HAKE"
16,"ME4493C","ME","Portland",164712,42,49,2019-07-18,"116057","V5","11605719071605",2019-07-18,"ATLANTIC COD"
16,"ME4493C","ME","Portland",172877,84,84,2019-07-18,"116057","V5","11605719071605",2019-07-18,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164791,9,15,2019-07-18,"116057","V5","11605719071605",2019-07-18,"SILVER HAKE"
16,"ME4493C","ME","Portland",164712,87,102,2019-07-18,"116057","V5","11605719071605",2019-07-18,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164732,38,43,2019-07-18,"116057","V5","11605719071605",2019-07-18,"WHITE HAKE"
16,"ME4493C","ME","Portland",164744,17,19,2019-07-18,"116057","V5","11605719071605",2019-07-18,"HADDOCK"
16,"ME4493C","ME","Portland",164727,8,9,2019-07-18,"116057","V5","11605719071605",2019-07-18,"POLLOCK"
16,"ME4493C","ME","Portland",164744,9,10,2019-07-25,"116057","V5","11605719072307",2019-07-25,"HADDOCK"
16,"ME4493C","ME","Portland",164727,28,32,2019-07-25,"116057","V5","11605719072307",2019-07-25,"POLLOCK"
16,"ME4493C","ME","Portland",164499,131,435,2019-07-25,"116057","V5","11605719072307",2019-07-25,"GOOSEFISH"
16,"ME4493C","ME","Portland",172877,16,16,2019-07-25,"116057","V5","11605719072307",2019-07-25,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172873,179,179,2019-07-25,"116057","V5","11605719072307",2019-07-25,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172877,82,82,2019-07-25,"116057","V5","11605719072307",2019-07-25,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164727,27,31,2019-07-25,"116057","V5","11605719072307",2019-07-25,"POLLOCK"
16,"ME4493C","ME","Portland",172873,4,4,2019-07-25,"116057","V5","11605719072307",2019-07-25,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",164744,8,9,2019-07-25,"116057","V5","11605719072307",2019-07-25,"HADDOCK"
16,"ME4493C","ME","Portland",164727,21,24,2019-07-25,"116057","V5","11605719072307",2019-07-25,"POLLOCK"
16,"ME4493C","ME","Portland",166774,19,19,2019-07-25,"116057","V5","11605719072307",2019-07-25,"REDFISH"
16,"ME4493C","ME","Portland",164499,28,93,2019-07-25,"116057","V5","11605719072307",2019-07-25,"GOOSEFISH"
16,"ME4493C","ME","Portland",164732,45,51,2019-07-25,"116057","V5","11605719072307",2019-07-25,"WHITE HAKE"
16,"ME4493C","ME","Portland",164712,12,14,2019-07-25,"116057","V5","11605719072307",2019-07-25,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164712,12,14,2019-07-25,"116057","V5","11605719072307",2019-07-25,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164732,96,129,2019-07-25,"116057","V5","11605719072307",2019-07-25,"WHITE HAKE"
16,"ME4493C","ME","Portland",164744,246,280,2019-07-25,"116057","V5","11605719072307",2019-07-25,"HADDOCK"
16,"ME4493C","ME","Portland",164791,8,13,2019-07-25,"116057","V5","11605719072307",2019-07-25,"SILVER HAKE"
16,"ME4493C","ME","Portland",172877,566,566,2019-07-25,"116057","V5","11605719072307",2019-07-25,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164732,149,200,2019-07-25,"116057","V5","11605719072307",2019-07-25,"WHITE HAKE"
16,"ME4493C","ME","Portland",172877,8,8,2019-07-28,"116057","V5","11605719072603",2019-07-28,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164499,43,143,2019-07-28,"116057","V5","11605719072603",2019-07-28,"GOOSEFISH"
16,"ME4493C","ME","Portland",164732,61,82,2019-07-28,"116057","V5","11605719072603",2019-07-28,"WHITE HAKE"
16,"ME4493C","ME","Portland",164727,11,12,2019-07-28,"116057","V5","11605719072603",2019-07-28,"POLLOCK"
16,"ME4493C","ME","Portland",164732,76,102,2019-07-28,"116057","V5","11605719072603",2019-07-28,"WHITE HAKE"
16,"ME4493C","ME","Portland",164744,78,89,2019-07-28,"116057","V5","11605719072603",2019-07-28,"HADDOCK"
16,"ME4493C","ME","Portland",166774,11,11,2019-07-28,"116057","V5","11605719072603",2019-07-28,"REDFISH"
16,"ME4493C","ME","Portland",164727,22,25,2019-07-28,"116057","V5","11605719072603",2019-07-28,"POLLOCK"
16,"ME4493C","ME","Portland",172877,26,26,2019-07-28,"116057","V5","11605719072603",2019-07-28,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",164712,40,47,2019-07-28,"116057","V5","11605719072603",2019-07-28,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164712,15,18,2019-07-28,"116057","V5","11605719072603",2019-07-28,"ATLANTIC COD"
16,"ME4493C","ME","Portland",164732,27,31,2019-07-28,"116057","V5","11605719072603",2019-07-28,"WHITE HAKE"
16,"ME4493C","ME","Portland",164499,112,372,2019-07-28,"116057","V5","11605719072603",2019-07-28,"GOOSEFISH"
16,"ME4493C","ME","Portland",172877,348,348,2019-07-28,"116057","V5","11605719072603",2019-07-28,"AMERICAN PLAICE"
16,"ME4493C","ME","Portland",172873,74,74,2019-07-28,"116057","V5","11605719072603",2019-07-28,"WITCH FLOUNDER"
16,"ME4493C","ME","Portland",172873,6,6,2019-07-28,"116057","V5","11605719072603",2019-07-28,"WITCH FLOUNDER"
191,"994790","MA","Chatham",160617,5733,5733,2019-08-18,"233307","V2",NA,2019-08-18,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,5615,5615,2019-08-19,"233307","V2",NA,2019-08-19,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,6000,6000,2019-08-20,"233307","V2",NA,2019-08-20,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,6000,6000,2019-08-21,"233307","V2",NA,2019-08-21,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,6000,6000,2019-08-28,"233307","V2",NA,2019-08-28,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,6000,6000,2019-08-30,"233307","V2",NA,2019-08-30,"SPINY DOGFISH"
191,"994790","MA","Chatham",564145,180,409,2019-09-01,"233307","V2",NA,2019-09-01,"WINTER SKATE"
191,"994790","MA","Chatham",160617,4925,4925,2019-09-01,"233307","V2",NA,2019-09-01,"SPINY DOGFISH"
191,"994790","MA","Chatham",564145,20,45,2019-09-02,"233307","V2",NA,2019-09-02,"WINTER SKATE"
191,"994790","MA","Chatham",160617,6000,6000,2019-09-02,"233307","V2",NA,2019-09-02,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,6000,6000,2019-09-03,"233307","V2",NA,2019-09-03,"SPINY DOGFISH"
191,"994790","MA","Chatham",564145,67,152,2019-09-04,"233307","V2",NA,2019-09-04,"WINTER SKATE"
191,"994790","MA","Chatham",160617,5860,5860,2019-09-04,"233307","V2",NA,2019-09-04,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,5777,5777,2019-09-05,"233307","V2",NA,2019-09-05,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,6000,6000,2019-09-09,"233307","V2",NA,2019-09-09,"SPINY DOGFISH"
191,"994790","MA","Chatham",564145,26,59,2019-09-09,"233307","V2",NA,2019-09-09,"WINTER SKATE"
191,"994790","MA","Chatham",160617,6000,6000,2019-09-14,"233307","V2",NA,2019-09-14,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,5692,5692,2019-09-15,"233307","V2",NA,2019-09-15,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,5821,5821,2019-09-16,"233307","V2",NA,2019-09-16,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,6000,6000,2019-09-10,"233307","V2",NA,2019-09-10,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,6000,6000,2019-09-11,"233307","V2",NA,2019-09-11,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,5310,5310,2019-09-12,"233307","V2",NA,2019-09-12,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,4916,4916,2019-09-21,"233307","V2",NA,2019-09-21,"SPINY DOGFISH"
191,"994790","MA","Chatham",160617,4985,4985,2019-09-22,"233307","V2",NA,2019-09-22,"SPINY DOGFISH"
191,"994790","MA","Chatham",564145,47,107,2019-09-22,"233307","V2",NA,2019-09-22,"WINTER SKATE"
